sample_index,phone_idx,phone,ref_dur,gen_dur,ratio
0,0,ɨn,0.448,0.48,1.0714285714285714
0,1,stɾəfˈundul,0.48,0.448,0.9333333333333333
0,2,fˈiɪntseɪ,0.48,0.128,0.26666666666666666
0,3,jeɪ,0.48,0.416,0.8666666666666667
0,4,sˌələʃlujˈa,0.48,0.448,0.9333333333333333
0,5,pɾobˈabil,0.448,0.544,1.2142857142857144
0,6,o,0.48,0.352,0.7333333333333333
0,7,orkˈestɾə,0.48,0.064,0.13333333333333333
0,8,de,0.48,0.48,1.0
0,9,ʒˈaz,0.48,0.48,1.0
0,10,kˌaɾe,0.48,0.448,0.9333333333333333
0,11,kɨntˈa,0.448,0.48,1.0714285714285714
0,12,ritmˈurʲ,0.48,0.48,1.0
0,13,ˌantɾenˈante,0.48,0.512,1.0666666666666667
0,14,ʃi,0.48,0.512,1.0666666666666667
0,15,melˈodiɪ,0.48,0.48,1.0
0,16,tɾˌepidˈante.,0.48,0.544,1.1333333333333335
1,0,jˌeʃtʲ,0.288,0.384,1.3333333333333335
1,1,la,0.288,0.352,1.2222222222222223
1,2,fˈel,0.288,0.256,0.888888888888889
1,3,de,0.288,0.32,1.1111111111111112
1,4,naˈivə,0.288,0.224,0.7777777777777779
1,5,kˈum,0.32,0.384,1.2
1,6,am,0.288,0.192,0.6666666666666667
1,7,fost,0.288,0.16,0.5555555555555556
1,8,ʃi,0.288,0.288,1.0
1,9,"jˈeʊ,",0.288,0.352,1.2222222222222223
1,10,sərmˈana,0.288,0.384,1.3333333333333335
1,11,"mˈea,",0.32,0.352,1.0999999999999999
1,12,"kumˈiko,",0.288,0.064,0.22222222222222224
1,13,ʃi,0.288,0.256,0.888888888888889
1,14,fˈərə,0.288,0.352,1.2222222222222223
1,15,ˌɨndojˈalə,0.288,0.288,1.0
1,16,kə,0.32,0.32,1.0
1,17,aɪ,0.288,0.128,0.4444444444444445
1,18,sə,0.288,0.032,0.11111111111111112
1,19,fˈiɪ,0.288,0.064,0.22222222222222224
1,20,ˈɨntɾo,0.288,0.256,0.888888888888889
1,21,zˈi,0.288,0.32,1.1111111111111112
1,22,la,0.32,0.32,1.0
1,23,fˈel,0.288,0.224,0.7777777777777779
1,24,de,0.288,0.256,0.888888888888889
1,25,dˌezamədʒˈitə,0.288,0.288,1.0
1,26,ka,0.288,0.288,1.0
1,27,mˈine.,0.32,0.352,1.0999999999999999
2,0,"ˈuɪte,",0.352,0.448,1.272727272727273
2,1,"kumˈiko,",0.384,0.448,1.1666666666666667
2,2,sunt,0.352,0.064,0.18181818181818182
2,3,fˈɔarte,0.384,0.032,0.08333333333333333
2,4,bolnˈavə,0.384,0.256,0.6666666666666666
2,5,ʃi,0.352,0.48,1.3636363636363638
2,6,va,0.384,0.384,1.0
2,7,tɾebwˈi,0.352,0.32,0.9090909090909092
2,8,sə,0.384,0.416,1.0833333333333333
2,9,stˈaʊ,0.384,0.16,0.4166666666666667
2,10,mˈult,0.352,0.288,0.8181818181818181
2,11,tˈimp,0.384,0.224,0.5833333333333334
2,12,la,0.352,0.288,0.8181818181818181
2,13,spitˈal.,0.384,0.352,0.9166666666666666
2,14,nu,0.384,0.32,0.8333333333333334
2,15,kɾˈed,0.352,0.704,2.0
2,16,kə,0.384,0.064,0.16666666666666666
2,17,o,0.352,0.384,1.090909090909091
2,18,sə,0.384,0.288,0.7499999999999999
2,19,te,0.384,0.192,0.5
2,20,maɪ,0.352,0.384,1.090909090909091
2,21,pot,0.384,0.416,1.0833333333333333
2,22,ɡˌəzduˈi.,0.384,0.384,1.0
3,0,ku,0.32,0.32,1.0
3,1,mˈik,0.352,0.352,1.0
3,2,"zˈɨmbet,",0.352,0.224,0.6363636363636365
3,3,olˈaf,0.352,0.128,0.36363636363636365
3,4,pˈimps,0.352,0.288,0.8181818181818181
3,5,sentˈɔarse,0.352,0.288,0.8181818181818181
3,6,spɾˈe,0.352,0.192,0.5454545454545455
3,7,kˈameɾˌa,0.352,0.288,0.8181818181818181
3,8,de,0.32,0.32,1.0
3,9,filmˈat,0.352,0.416,1.1818181818181819
3,10,ʃi,0.352,0.352,1.0
3,11,ɡɾˈəɪ,0.352,0.192,0.5454545454545455
3,12,de,0.352,0.256,0.7272727272727273
3,13,pˈarkə,0.352,0.352,1.0
3,14,sar,0.352,0.224,0.6363636363636365
3,15,fˈi,0.352,0.352,1.0
3,16,ɡəsˈit,0.32,0.352,1.0999999999999999
3,17,dˈintro,0.352,0.448,1.272727272727273
3,18,dˈatə,0.352,0.416,1.1818181818181819
3,19,ɨn,0.352,0.384,1.090909090909091
3,20,fˈatsa,0.352,0.416,1.1818181818181819
3,21,luɪ,0.352,0.32,0.9090909090909092
3,22,bˌaltazˈar,0.352,0.352,1.0
3,23,balsˈan.,0.352,0.384,1.090909090909091
4,0,lwˈa,0.288,0.288,1.0
4,1,ɨn,0.288,0.224,0.7777777777777779
4,2,mˈɨna,0.288,0.256,0.888888888888889
4,3,nˈoʊa,0.32,0.32,1.0
4,4,kˈarte,0.288,0.32,1.1111111111111112
4,5,din,0.288,0.352,1.2222222222222223
4,6,kˌaɾe,0.32,0.224,0.7
4,7,libɾˈaɾiɪ,0.288,0.256,0.888888888888889
4,8,ˌɨnəltsasˈeɾə,0.288,0.256,0.888888888888889
4,9,o,0.32,0.288,0.8999999999999999
4,10,pˌiɾamˈidə,0.288,0.256,0.888888888888889
4,11,de,0.288,0.256,0.888888888888889
4,12,ˌeɡzemplˈaɾe,0.32,0.256,0.8
4,13,la,0.288,0.288,1.0
4,14,fˈel,0.288,0.288,1.0
4,15,de,0.32,0.32,1.0
4,16,fɾumˈɔasə,0.288,0.32,1.1111111111111112
4,17,ka,0.288,0.288,1.0
4,18,un,0.32,0.288,0.8999999999999999
4,19,pˈom,0.288,0.192,0.6666666666666667
4,20,de,0.288,0.224,0.7777777777777779
4,21,kɾətʃˈun,0.32,0.352,1.0999999999999999
4,22,ʃiʲ,0.288,0.32,1.1111111111111112
4,23,ˌɨntʃepˈu,0.288,0.288,1.0
4,24,sə,0.32,0.32,1.0
4,25,spˌoɾovojˈaskə,0.288,0.288,1.0
4,26,ku,0.288,0.256,0.888888888888889
4,27,vˌetʃinˈele.,0.32,0.256,0.8
5,0,"tˈotuʃʲˌʲ,",0.288,0.16,0.5555555555555556
5,1,jeɾˌa,0.288,0.064,0.22222222222222224
5,2,maɪ,0.288,0.128,0.4444444444444445
5,3,bˈine,0.288,0.288,1.0
5,4,sə,0.288,0.256,0.888888888888889
5,5,nu,0.288,0.288,1.0
5,6,dˈaʊ,0.288,0.32,1.1111111111111112
5,7,atˈentsje,0.288,0.32,1.1111111111111112
5,8,ˌatʃestˈuɪ,0.288,0.384,1.3333333333333335
5,9,dʒˈen,0.288,0.256,0.888888888888889
5,10,de,0.288,0.288,1.0
5,11,remˈarkə,0.288,0.288,1.0
5,12,ʃi,0.288,0.288,1.0
5,13,sə,0.288,0.224,0.7777777777777779
5,14,mə,0.288,0.288,1.0
5,15,servˈesk,0.288,0.288,1.0
5,16,de,0.288,0.192,0.6666666666666667
5,17,fɾizˈerul,0.288,0.288,1.0
5,18,ku,0.288,0.256,0.888888888888889
5,19,pɾˈitʃinˌa,0.288,0.288,1.0
5,20,dˈɔar,0.288,0.32,1.1111111111111112
5,21,ka,0.288,0.32,1.1111111111111112
5,22,sə,0.288,0.256,0.888888888888889
5,23,mə,0.288,0.32,1.1111111111111112
5,24,aʒˈute,0.288,0.288,1.0
5,25,səl,0.288,0.096,0.33333333333333337
5,26,askˈund,0.288,0.032,0.11111111111111112
5,27,ʃi,0.288,0.256,0.888888888888889
5,28,maɪ,0.288,0.256,0.888888888888889
5,29,mˈult.,0.32,0.288,0.8999999999999999
6,0,ma,0.352,0.48,1.3636363636363638
6,1,lwˈat,0.352,0.384,1.090909090909091
6,2,un,0.352,0.48,1.3636363636363638
6,3,bɾˈatse,0.352,0.224,0.6363636363636365
6,4,"ʃi,",0.352,0.352,1.0
6,5,deʃʲˈi,0.384,0.352,0.9166666666666666
6,6,mə,0.352,0.032,0.09090909090909091
6,7,"zbətˈeam,",0.352,0.128,0.36363636363636365
6,8,ma,0.352,0.096,0.27272727272727276
6,9,stɾˈɨns,0.352,0.352,1.0
6,10,ku,0.384,0.384,1.0
6,11,tandɾˈetse,0.352,0.32,0.9090909090909092
6,12,la,0.352,0.416,1.1818181818181819
6,13,pjˈept.,0.352,0.608,1.7272727272727273
6,14,te,0.352,0.064,0.18181818181818182
6,15,jubˈesk,0.352,0.032,0.09090909090909091
6,16,ʃi,0.384,0.288,0.7499999999999999
