sample_index,phone_idx,phone,ref_dur,gen_dur,ratio
0,0,ʃi,0.32,0.416,1.2999999999999998
0,1,pe,0.352,0.256,0.7272727272727273
0,2,bˈunə,0.352,0.16,0.4545454545454546
0,3,"dɾeptˈate,",0.352,0.032,0.09090909090909091
0,4,maɪ,0.352,0.608,1.7272727272727273
0,5,ˌeɡzistˈa,0.352,0.352,1.0
0,6,ˈɔaɾe,0.352,0.448,1.272727272727273
0,7,vɾˈeo,0.352,0.384,1.090909090909091
0,8,femˈeje,0.352,0.288,0.8181818181818181
0,9,de,0.352,0.288,0.8181818181818181
0,10,vˈɨrsta,0.352,0.16,0.4545454545454546
0,11,jeɪ,0.352,0.288,0.8181818181818181
0,12,ˌinkapabˈilə,0.352,0.32,0.9090909090909092
0,13,sə,0.352,0.352,1.0
0,14,spˈunə,0.352,0.288,0.8181818181818181
0,15,numˈele,0.352,0.288,0.8181818181818181
0,16,ʃi,0.352,0.288,0.8181818181818181
0,17,pɾˌenumˈele?,0.352,0.32,0.9090909090909092
1,0,fɾˌankoˈis,0.32,0.32,1.0
1,1,vojˈa,0.352,0.416,1.1818181818181819
1,2,sə,0.32,0.352,1.0999999999999999
1,3,se,0.352,0.352,1.0
1,4,fˈakə,0.32,0.32,1.0
1,5,ˌaktʃeptˈat,0.352,0.32,0.9090909090909092
1,6,de,0.32,0.288,0.8999999999999999
1,7,"tʃˌeilˈaltsʲʲ,",0.352,0.16,0.4545454545454546
1,8,"sˌemənˈɨndule,",0.32,0.288,0.8999999999999999
1,9,ʃi,0.352,0.352,1.0
1,10,sˌufeɾˈea,0.352,0.288,0.8181818181818181
1,11,tˈotuʃʲˌʲ,0.32,0.32,1.0
1,12,kə,0.352,0.384,1.090909090909091
1,13,nu,0.32,0.512,1.6
1,14,jeɾˌa,0.352,0.384,1.090909090909091
1,15,ˈunde,0.32,0.352,1.0999999999999999
1,16,a,0.352,0.128,0.36363636363636365
1,17,aʒˈuns,0.32,0.192,0.6
1,18,jel,0.352,0.32,0.9090909090909092
1,19,ˈɨnsuʃʲˌʲ.,0.352,0.288,0.8181818181818181
2,0,"afˈaɾə,",0.48,0.064,0.13333333333333333
2,1,deʃʲˈi,0.48,0.8,1.6666666666666667
2,2,jeɾˌa,0.48,1.056,2.2
2,3,ˌɨntʃepˈutul,0.48,0.544,1.1333333333333335
2,4,lˈuniɪ,0.48,0.48,1.0
2,5,"jˈulje,",0.48,0.256,0.5333333333333333
2,6,pˌeluzˈele,0.48,0.16,0.33333333333333337
2,7,se,0.48,0.448,0.9333333333333333
