sample_index,phone_idx,phone,ref_dur,gen_dur,ratio
35,0,konʃtˈiɪntsa,0.512,0.576,1.125
35,1,"sˈa,",0.544,0.832,1.5294117647058822
35,2,kəlˈitə,0.544,0.736,1.352941176470588
35,3,ɨn,0.512,0.128,0.25
35,4,tˈɔate,0.544,0.48,0.8823529411764705
35,5,ˌasaltˈurile,0.544,0.384,0.7058823529411764
35,6,pˌosibʲˈile,0.544,0.128,0.23529411764705882
35,7,ale,0.512,0.032,0.0625
35,8,"nˌenoɾˌotʃiɾʲˈilor,",0.544,0.416,0.7647058823529411
35,9,putˌea,0.544,0.448,0.8235294117647058
35,10,sə,0.544,0.096,0.1764705882352941
35,11,pˈaɾə,0.512,0.48,0.9375
35,12,pˌentɾu,0.544,0.672,1.2352941176470589
35,13,tˈot,0.544,0.736,1.352941176470588
35,14,dˈeawn,0.544,0.576,1.0588235294117645
36,0,ʒˈean,0.608,0.608,1.0
36,1,de,0.64,0.576,0.8999999999999999
36,2,nevˈers,0.64,0.352,0.5499999999999999
36,3,ˌaskultˈase,0.608,0.48,0.7894736842105263
36,4,diskˈutsja,0.64,0.512,0.8
36,5,"apɾˈinsə,",0.64,3.328,5.199999999999999
36,6,"kˌumpənˈind,",0.64,3.872,6.05
36,7,pɾˈo,0.608,0.672,1.105263157894737
36,8,ʃi,0.64,2.88,4.5
36,9,"kˈontɾa,",0.64,3.392,5.3
36,10,ˌarɡumentˈele,0.608,0.608,1.0
36,11,ˌaɾunkˈate,0.64,0.96,1.5
36,12,ɨn,0.64,0.64,1.0
36,13,balˈantsə,0.64,0.384,0.6
37,0,"vˌoltiʒˈoɾiɪ,",0.8,0.448,0.5599999999999999
37,1,rˌəspunzˈɨnd,0.8,0.672,0.84
37,2,de,0.8,1.408,1.7599999999999998
37,3,"ʒˈos,",0.8,0.704,0.8799999999999999
37,4,ʃˈase,0.832,0.16,0.19230769230769232
37,5,kˈontɾa,0.8,0.384,0.48
37,6,dˈouˌə,0.8,0.224,0.27999999999999997
37,7,"sˈute,",0.8,0.032,0.04
37,8,"kˌuɾaʒˈoʃʲʲ,",0.8,0.032,0.04
37,9,neavˈɨnd,0.832,0.16,0.19230769230769232
37,10,ˈalta,0.8,1.152,1.4399999999999997
37,11,dəpˈost,0.8,0.608,0.7599999999999999
37,12,dekˈɨt,0.8,0.704,0.8799999999999999
37,13,tufˈele,0.8,0.544,0.68
37,14,de,0.832,0.672,0.8076923076923078
38,0,orbˈit,0.704,0.16,0.2272727272727273
38,1,de,0.704,0.608,0.8636363636363636
38,2,sɨŋdʒˈele,0.704,0.864,1.2272727272727273
38,3,kˌaɾej,0.704,1.568,2.2272727272727275
38,4,se,0.704,1.248,1.772727272727273
38,5,skˈurdʒea,0.704,0.832,1.1818181818181819
38,6,ɨn,0.704,0.896,1.272727272727273
38,7,"ˈokʲ,",0.704,0.928,1.3181818181818183
38,8,sfɨʃjˈat,0.704,0.768,1.090909090909091
38,9,de,0.704,0.704,1.0
38,10,"duɾˈeɾʲʲ,",0.704,0.736,1.0454545454545454
38,11,kˌəutˈə,0.704,0.512,0.7272727272727273
38,12,ku,0.704,0.32,0.4545454545454546
38,13,pɾivˈiɾea,0.704,1.12,1.590909090909091
38,14,pɾin,0.704,0.8,1.1363636363636365
38,15,perdˈeawa,0.704,4.032,5.7272727272727275
38,16,rˈoʃje,0.736,3.296,4.478260869565217
39,0,akˈum,0.384,0.32,0.8333333333333334
39,1,se,0.384,0.352,0.9166666666666666
39,2,ˌɨnkɾudʒˈeʃea,0.416,0.544,1.307692307692308
39,3,ku,0.384,0.704,1.8333333333333333
39,4,mˈultsʲʲ,0.416,0.64,1.5384615384615385
39,5,kˌələtˈoɾʲʲ,0.384,0.64,1.6666666666666667
39,6,kəlˈəɾʲʲ,0.384,0.416,1.0833333333333333
39,7,pe,0.416,0.416,1.0
39,8,"kˈaɪ,",0.384,0.352,0.9166666666666666
39,9,pe,0.416,0.448,1.076923076923077
39,10,"asˈinʲʲ,",0.384,0.512,1.3333333333333333
39,11,ˌoɾʲʲ,0.384,0.576,1.4999999999999998
39,12,pe,0.416,0.384,0.9230769230769231
39,13,kˌokɔaʃˈele,0.384,0.768,2.0
39,14,kˌəmilˈelor.,0.416,0.224,0.5384615384615385
40,0,jel,0.384,0.736,1.9166666666666665
40,1,nu,0.416,0.256,0.6153846153846154
40,2,a,0.416,0.064,0.15384615384615385
40,3,renuntsˈat,0.384,0.032,0.08333333333333333
40,4,la,0.416,0.064,0.15384615384615385
40,5,pˌəkatˈele,0.416,0.416,1.0
40,6,luɪ,0.416,0.864,2.076923076923077
40,7,"ˌeɾobˈɔam,",0.384,4.192,10.916666666666666
40,8,karˌela,0.416,0.544,1.307692307692308
40,9,fəkˈut,0.416,1.024,2.4615384615384617
40,10,pe,0.384,0.224,0.5833333333333334
40,11,ˌisɾaˈel,0.416,0.096,0.23076923076923078
40,12,sə,0.416,0.256,0.6153846153846154
40,13,pˌəkətwjˈaskə.,0.416,3.52,8.461538461538462
41,0,la,0.416,0.256,0.6153846153846154
41,1,intɾˈaɾea,0.416,0.224,0.5384615384615385
41,2,ɨn,0.416,0.256,0.6153846153846154
41,3,sanktwˈarul,0.448,1.024,2.2857142857142856
41,4,"ˌinteɾjˈor,",0.416,0.256,0.6153846153846154
41,5,a,0.416,0.896,2.153846153846154
41,6,fəkˈut,0.416,0.416,1.0
41,7,ˈuʃʲʲ,0.448,0.128,0.2857142857142857
41,8,din,0.416,0.032,0.07692307692307693
41,9,lˈemn,0.416,0.16,0.38461538461538464
41,10,de,0.448,0.448,1.0
41,11,məslˈin,0.416,1.12,2.6923076923076925
41,12,ku,0.416,1.536,3.6923076923076925
41,13,tokˈurile,0.416,0.8,1.9230769230769234
41,14,uʃʲˈilor,0.448,0.544,1.2142857142857144
41,15,ɨn,0.416,0.32,0.7692307692307693
41,16,tʃˈintʃʲ,0.416,1.92,4.615384615384616
41,17,mˈukʲ,0.448,0.256,0.5714285714285714
42,0,la,0.448,12.064,26.928571428571427
42,1,"kosˈovo,",0.448,0.896,2.0
42,2,de,0.48,1.76,3.666666666666667
42,3,"pˈildə,",0.448,3.84,8.571428571428571
42,4,pɾˌintʃipˈele,0.48,0.352,0.7333333333333333
42,5,sˈɨrb,0.448,0.16,0.35714285714285715
42,6,mˈarko,0.448,0.448,1.0
42,7,kɾalʒˈevik,0.48,0.48,1.0
42,8,ʃiʲ,0.448,1.632,3.6428571428571423
42,9,ostˈaʃiɪ,0.48,0.544,1.1333333333333335
42,10,luɪ,0.448,0.32,0.7142857142857143
42,11,lˌuptasˈeɾə,0.448,0.256,0.5714285714285714
42,12,alˈəturʲ,0.48,0.416,0.8666666666666667
42,13,de,0.448,0.416,0.9285714285714285
42,14,mˌusulmˈanʲʲ.,0.48,0.608,1.2666666666666666
43,0,dˌakə,0.512,2.304,4.5
43,1,va,0.544,0.48,0.8823529411764705
43,2,ˌordonˈa,0.544,0.032,0.058823529411764705
43,3,akˈum,0.544,0.384,0.7058823529411764
43,4,ˌɨmpɾesuɾˈaɾea,0.512,0.608,1.1875
43,5,"kˌonstantˌinopolˈeluɪ,",0.544,0.224,0.4117647058823529
43,6,nu,0.544,5.312,9.76470588235294
43,7,sar,0.544,0.832,1.5294117647058822
43,8,ekspˈune,0.544,8.8,16.176470588235293
43,9,ˈɔaɾe,0.512,1.12,2.1875
43,10,peɾˈikoluluɪ,0.544,0.544,1.0
43,11,dea,0.544,0.608,1.1176470588235292
43,12,pɾˌovokˈa,0.544,0.544,1.0
43,13,ˈak,0.544,0.224,0.4117647058823529
44,0,veɪ,0.704,1.632,2.3181818181818183
44,1,avˌea,0.736,1.152,1.5652173913043477
44,2,pɾopɾˈiʊl,0.736,0.832,1.1304347826086956
44,3,təʊ,0.736,0.736,1.0
44,4,"kˈort,",0.736,1.248,1.6956521739130435
44,5,kalˈeaʃka,0.704,0.576,0.8181818181818181
44,6,pɾˈopɾje,0.736,0.608,0.8260869565217391
44,7,ʃi,0.736,0.512,0.6956521739130435
44,8,pɾˈopɾja,0.736,1.024,1.391304347826087
44,9,ta,0.736,0.832,1.1304347826086956
44,10,"ɡˈardə,",0.736,0.768,1.0434782608695652
44,11,kˌomandˈatə,0.704,2.048,2.909090909090909
44,12,de,0.736,1.76,2.391304347826087
44,13,emˈirul,0.736,2.592,3.5217391304347827
44,14,"berlˈas,",0.736,0.736,1.0
44,15,kˌaɾe,0.736,1.504,2.0434782608695654
44,16,tsˈe,0.736,0.704,0.9565217391304347
45,0,pe,0.8,0.672,0.84
45,1,platfˈorma,0.8,0.768,0.96
